ts,wired_gb,free_gb,rss_gb
1788041961,40.21,5.75,36.97
1788041966,40.25,5.68,36.90
1788041971,39.93,6.28,36.90
1788041976,39.75,6.48,36.91
1788041981,39.75,5.91,36.91
1788041986,40.09,5.66,36.91
1788041991,39.78,7.96,36.19
1788041996,40.11,7.67,36.19
1788042001,39.88,7.03,36.19
1788042006,40.10,6.90,36.23
1788042011,39.88,6.69,36.23
1788042016,39.71,6.41,36.23
1788042021,39.71,6.45,36.23
1788042026,40.25,6.02,36.23
1788042031,39.93,5.92,36.24
1788042036,39.89,5.60,36.24
1788042041,39.81,5.62,36.24
1788042046,39.85,5.60,36.24
1788042051,39.94,5.59,36.24
1788042056,39.85,5.66,36.24
1788042061,39.86,5.49,36.24
1788042066,39.84,5.54,36.24
1788042071,39.86,5.56,36.24
1788042076,39.85,5.42,36.25
1788042081,39.84,5.41,36.25
1788042086,39.88,5.42,36.25
1788042091,39.88,5.37,36.25
1788042096,39.87,5.51,36.60
1788042101,39.83,5.45,37.11
1788042106,39.79,6.25,37.11
1788042111,39.79,6.13,37.11
1788042116,40.05,8.73,37.17
1788042121,39.81,8.84,37.17
1788042126,39.71,8.89,37.17
1788042131,39.88,8.84,37.17
1788042136,39.71,8.82,37.17
1788042141,39.71,8.88,37.17
1788042146,39.93,8.81,37.17
1788042151,39.67,8.72,37.17
1788042156,39.90,8.14,37.17
1788042161,39.88,7.48,37.17
1788042166,39.83,7.24,37.17
1788042171,39.92,6.54,37.17
1788042176,40.13,5.84,37.18
1788042182,39.94,5.66,37.18
1788042187,39.73,5.64,37.18
1788042192,39.76,5.48,37.18
1788042197,39.75,5.43,37.18
1788042202,39.75,5.43,37.18
1788042207,39.87,5.69,37.18
1788042212,39.85,5.95,37.18
1788042217,39.89,6.26,37.18
1788042222,39.89,6.54,37.18
1788042227,39.92,6.81,37.18
1788042232,39.85,7.14,37.18
1788042237,40.03,6.33,36.31
1788042242,39.70,6.36,36.31
1788042247,39.84,6.06,36.32
1788042252,39.71,6.12,36.32
1788042257,39.92,5.72,36.32
1788042262,39.85,5.70,36.32
1788042267,40.22,5.72,36.30
1788042272,40.21,5.71,36.32
1788042277,40.06,5.57,36.32
1788042282,40.16,5.43,36.32
1788042287,40.30,5.60,36.32
1788042292,40.36,6.13,36.32
1788042297,40.22,6.22,36.32
1788042302,40.25,5.17,35.48
1788042307,40.20,5.31,35.48
1788042312,40.33,5.16,35.31
1788042317,40.44,4.75,34.66
1788042322,40.35,4.51,34.48
1788042327,40.37,4.71,34.64
1788042332,39.85,4.93,34.64
1788042337,39.77,4.66,34.64
1788042342,39.84,4.71,34.64
1788042347,39.69,4.79,34.64
1788042352,39.86,5.46,35.20
1788042357,40.40,4.67,34.72
1788042362,40.49,4.60,34.79
1788042367,39.86,4.53,34.80
1788042372,40.36,6.84,34.54
1788042377,40.15,6.40,34.58
1788042382,40.14,6.45,34.58
1788042387,39.80,6.37,34.58
1788042392,40.32,5.67,34.58
1788042397,40.15,5.15,34.58
1788042402,40.32,4.35,34.57
1788042407,40.19,4.46,34.57
1788042413,39.91,4.56,34.58
1788042418,40.10,4.71,34.57
1788042423,40.07,5.45,34.58
1788042428,39.85,5.41,34.58
1788042433,40.16,4.81,34.79
1788042438,40.12,4.19,34.79
1788042443,40.34,3.96,34.79
1788042448,40.05,3.96,34.79
1788042453,39.83,3.87,34.79
1788042458,39.95,4.25,34.79
1788042463,40.56,3.73,34.79
1788042468,40.29,3.76,34.79
1788042473,40.23,3.74,34.79
1788042478,40.37,3.73,34.79
1788042483,40.60,3.72,34.79
1788042488,40.15,3.80,34.79
1788042493,40.16,3.76,34.79
1788042498,39.84,3.89,34.79
1788042503,39.87,3.82,34.79
1788042508,40.21,4.15,34.79
1788042513,40.26,4.26,34.79
1788042518,40.26,4.96,34.79
1788042523,39.71,5.50,34.79
1788042528,39.46,5.78,34.79
1788042533,39.73,5.87,34.79
1788042538,40.27,6.32,34.79
1788042543,39.70,6.34,34.78
1788042548,40.29,6.03,34.78
1788042553,39.82,6.21,34.78
1788042558,39.80,6.21,34.78
1788042563,40.07,6.09,34.78
1788042568,39.42,6.57,34.78
1788042573,39.96,6.23,34.78
1788042578,40.11,6.22,34.78
1788042583,40.02,6.30,34.78
1788042588,39.99,6.33,34.79
1788042593,40.06,6.36,34.79
1788042598,40.05,6.54,34.79
1788042603,39.41,6.44,34.79
1788042608,40.12,6.18,34.79
1788042613,39.84,6.25,34.79
1788042618,39.41,6.38,34.79
1788042623,39.41,6.24,34.79
1788042628,39.41,6.30,34.79
1788042633,40.08,6.51,34.79
1788042638,39.99,6.54,34.79
1788042643,39.79,6.19,34.79
1788042649,39.92,6.02,34.79
1788042654,39.81,5.99,34.79
1788042659,39.70,6.06,34.79
1788042664,39.59,5.96,34.79
1788042669,39.60,5.95,34.79
1788042674,39.87,6.07,34.79
1788042679,39.63,5.97,34.79
1788042684,39.67,5.68,34.79
1788042689,40.10,5.93,34.79
1788042694,40.09,6.05,34.79
1788042699,40.03,6.30,34.79
1788042704,39.68,6.66,34.79
1788042709,40.07,6.48,34.79
1788042714,39.86,6.63,34.79
1788042719,39.71,6.52,34.79
1788042724,39.87,6.53,34.79
1788042729,39.39,6.28,34.79
1788042734,39.38,6.26,34.79
1788042739,39.42,6.23,34.79
1788042744,39.42,6.03,34.79
1788042749,39.87,6.35,35.19
1788042754,39.90,6.30,35.19
1788042759,39.72,6.40,35.19
1788042764,39.68,6.40,35.19
1788042769,39.42,6.56,35.19
1788042774,40.09,6.38,35.19
1788042779,40.01,6.46,35.19
1788042784,40.00,6.29,35.19
1788042789,39.85,6.43,35.19
1788042794,40.20,6.30,35.19
1788042799,40.23,6.49,35.19
1788042804,39.99,6.22,34.82
1788042809,39.65,6.27,34.79
1788042814,40.17,5.97,34.79
1788042819,39.87,6.05,34.79
1788042824,39.99,6.09,34.79
1788042829,39.90,6.24,34.79
1788042834,39.65,6.18,34.79
1788042839,39.83,6.10,34.79
1788042844,39.76,6.12,34.79
1788042849,39.52,6.32,34.79
1788042854,39.55,6.17,34.79
1788042859,39.54,6.15,34.79
1788042864,39.53,6.40,34.79
1788042869,39.52,6.49,34.79
1788042874,39.50,8.05,34.79
1788042879,39.80,8.42,34.79
1788042885,39.92,8.36,34.79
1788042890,39.79,8.37,34.79
1788042895,40.10,8.03,34.79
1788042900,40.44,7.51,34.79
1788042905,39.42,7.74,34.79
1788042910,39.39,7.87,34.79
1788042915,39.39,7.99,34.79
1788042920,39.39,8.04,34.79
1788042925,39.33,8.08,34.79
1788042930,39.39,8.08,34.79
1788042935,39.70,8.17,34.79
1788042940,39.39,8.22,34.79
1788042945,39.39,8.26,34.79
1788042950,39.39,8.26,34.79
1788042955,39.39,8.53,34.79
1788042960,39.57,8.44,34.79
1788042965,39.41,8.32,34.79
1788042970,39.41,8.44,34.79
1788042975,39.41,8.51,34.79
1788042980,39.41,8.51,34.79
1788042985,39.64,8.36,34.79
1788042990,39.34,8.46,34.79
1788042995,39.38,8.51,34.79
1788043000,39.38,8.52,34.79
1788043005,39.71,7.99,34.79
1788043010,39.39,8.17,34.79
1788043015,39.39,8.30,34.79
1788043020,39.62,8.21,34.79
1788043025,39.38,8.25,34.79
1788043030,39.42,8.28,34.79
1788043035,39.42,8.35,34.79
1788043040,39.42,8.38,34.79
1788043045,39.70,7.97,34.79
1788043050,39.41,8.22,34.79
1788043055,39.41,8.32,34.79
1788043060,39.41,8.35,34.79
1788043065,39.40,8.38,34.79
1788043070,39.40,8.38,34.79
1788043075,39.40,8.39,34.79
1788043080,39.57,8.27,34.79
1788043085,39.41,8.27,34.79
1788043090,39.41,8.31,34.79
1788043095,39.40,8.34,34.79
1788043100,39.40,8.38,34.79
1788043105,39.36,8.45,34.79
1788043110,39.36,8.44,34.79
1788043115,39.40,8.44,34.79
1788043120,39.40,8.44,34.79
1788043125,39.70,8.12,34.79
1788043130,39.40,8.31,34.79
1788043135,39.40,8.39,34.79
1788043140,39.57,8.33,34.79
1788043145,39.40,8.37,34.79
1788043150,39.36,8.41,34.79
1788043155,39.40,8.44,34.79
1788043161,39.40,8.45,34.79
1788043166,39.40,8.44,34.79
1788043171,39.40,8.44,34.79
1788043176,39.40,8.44,34.79
1788043181,39.40,8.44,34.79
1788043186,39.40,8.44,34.80
1788043191,39.40,8.44,34.80
1788043196,39.91,7.87,34.80
1788043201,39.57,8.13,34.80
1788043206,39.40,8.25,34.80
1788043211,39.40,8.28,34.80
1788043216,39.37,8.30,34.80
1788043221,39.40,8.30,34.80
1788043226,39.37,8.24,34.80
1788043231,39.87,8.11,34.80
1788043236,39.40,8.30,34.80
1788043241,39.40,7.85,35.37
1788043246,39.39,6.71,36.51
1788043251,39.39,6.71,36.51
1788043256,39.39,6.71,36.51
1788043261,39.39,6.63,36.51
1788043266,39.40,6.06,36.95
1788043271,39.40,6.14,36.95
1788043276,39.39,6.22,36.95
1788043281,39.39,6.22,36.95
1788043286,39.43,6.22,36.95
1788043291,39.42,5.80,37.38
1788043296,39.38,5.80,37.38
1788043301,39.36,5.60,37.38
1788043306,39.40,5.61,37.38
1788043311,39.41,5.73,37.38
1788043316,39.40,5.81,37.38
1788043321,39.60,5.71,37.38
1788043326,39.40,5.76,37.38
1788043331,39.41,5.80,37.38
1788043336,39.37,5.84,37.38
1788043341,39.37,5.84,37.38
1788043346,39.37,5.86,37.38
1788043351,39.37,5.85,37.38
1788043356,39.37,5.86,37.38
1788043361,39.37,5.85,37.38
1788043366,39.37,5.88,37.38
1788043371,39.37,5.81,37.46
1788043376,39.36,5.85,37.46
1788043381,39.56,5.76,37.46
1788043386,39.37,5.80,37.46
1788043391,39.36,5.88,37.46
1788043396,39.36,5.91,37.46
1788043401,39.36,5.91,37.46
1788043406,39.67,5.59,37.46
1788043412,39.39,5.77,37.46
1788043417,39.34,5.87,37.46
1788043422,39.39,5.74,37.46
1788043427,39.39,5.83,37.46
1788043432,39.39,5.68,37.46
1788043437,39.39,5.85,37.46
1788043442,39.56,5.71,37.46
1788043447,39.39,5.88,37.46
1788043452,39.39,5.79,37.46
1788043457,39.39,5.90,37.46
1788043462,39.35,5.97,37.46
1788043467,39.68,5.61,37.46
1788043472,39.36,5.80,37.46
1788043477,39.33,5.90,37.46
1788043482,39.36,5.91,37.46
1788043487,39.36,5.91,37.46
1788043492,39.36,5.91,37.46
1788043497,39.38,5.44,37.46
1788043502,39.56,5.71,37.46
1788043507,39.39,5.85,37.46
1788043512,39.39,5.89,37.46
1788043517,39.39,5.89,37.46
1788043522,39.39,5.90,37.46
1788043527,39.43,5.92,37.46
1788043532,39.43,5.95,37.46
1788043537,39.41,5.95,37.46
1788043542,39.43,5.94,37.46
1788043547,39.43,5.95,37.46
1788043552,39.43,5.95,37.46
1788043557,39.43,5.97,37.46
1788043562,39.60,5.88,37.46
1788043567,39.43,5.93,37.46
1788043572,39.43,5.98,37.46
1788043577,39.43,5.98,37.46
1788043582,39.39,5.98,37.46
1788043587,39.39,5.63,37.46
1788043592,39.36,5.83,37.46
1788043597,39.36,5.93,37.46
1788043602,39.33,5.86,37.46
1788043607,39.37,5.86,37.46
1788043612,39.37,5.86,37.46
1788043617,39.36,5.88,37.46
1788043622,39.39,5.81,37.46
1788043627,39.38,5.67,37.46
1788043632,39.39,5.76,37.46
1788043637,39.39,5.84,37.46
1788043642,39.86,5.54,37.46
1788043647,39.37,5.71,37.46
1788043653,39.36,5.78,37.46
1788043658,39.39,5.75,37.46
1788043663,39.39,5.84,37.46
1788043668,39.39,5.88,37.46
1788043673,39.39,5.87,37.46
1788043678,39.35,5.91,37.46
1788043683,39.35,5.82,37.46
1788043688,39.39,5.92,37.46
1788043693,39.39,5.95,37.46
1788043698,39.39,5.95,37.46
1788043703,39.39,5.95,37.46
1788043708,39.39,5.68,37.46
1788043713,39.36,5.84,37.46
1788043718,39.36,5.93,37.46
1788043723,39.36,5.95,37.46
1788043728,39.33,5.96,37.46
1788043733,39.36,5.96,37.46
1788043738,39.36,6.03,37.46
1788043743,39.35,5.95,37.46
1788043748,39.36,5.99,37.46
1788043753,39.36,6.03,37.46
1788043758,39.36,6.03,37.46
1788043763,39.39,6.03,37.46
1788043768,39.41,5.70,37.46
1788043773,39.41,5.85,37.46
1788043778,39.37,5.92,37.46
1788043783,39.33,5.95,37.46
1788043788,39.36,5.95,37.46
1788043793,39.36,5.95,37.46
1788043798,39.72,5.63,37.46
1788043803,39.40,5.78,37.46
1788043808,39.40,5.88,37.46
1788043813,39.40,5.92,37.46
1788043818,39.36,5.92,37.46
1788043823,39.37,5.92,37.46
1788043828,39.36,5.94,37.46
1788043833,39.36,5.98,37.46
1788043838,39.36,5.98,37.46
1788043843,39.35,5.98,37.46
1788043848,39.36,5.98,37.46
1788043853,39.36,5.95,37.46
1788043858,39.36,5.97,37.46
1788043863,39.36,5.90,37.46
1788043868,39.36,5.94,37.46
1788043873,39.36,5.98,37.46
1788043879,39.32,5.98,37.46
1788043884,39.32,5.98,37.46
1788043889,39.36,5.66,37.46
1788043894,39.39,5.81,37.46
1788043899,39.36,5.90,37.46
1788043904,39.71,5.63,37.46
1788043909,39.70,5.56,37.46
1788043914,39.39,5.76,37.46
1788043919,39.36,5.92,37.46
1788043924,39.77,5.66,37.46
1788043929,39.70,5.54,37.46
1788043934,39.33,5.71,37.46
1788043939,39.37,5.81,37.46
1788043944,39.37,5.85,37.46
1788043949,39.37,5.85,37.46
1788043954,39.35,5.85,37.46
1788043959,39.39,5.61,37.46
1788043964,39.37,5.75,37.46
1788043969,39.36,5.84,37.46
1788043974,39.36,5.90,37.46
1788043979,39.37,5.90,37.46
1788043984,39.37,5.83,37.46
1788043989,39.36,5.89,37.46
1788043994,39.36,5.92,37.46
1788043999,39.36,5.92,37.46
1788044004,39.36,6.00,37.46
1788044009,39.36,5.70,37.46
1788044014,39.40,5.85,37.46
1788044019,39.83,5.70,37.46
1788044024,39.75,5.76,37.46
1788044029,39.64,5.79,37.46
1788044034,39.64,5.79,37.46
1788044039,39.68,5.86,37.46
1788044044,39.64,5.86,37.46
1788044049,39.63,5.86,37.46
1788044054,39.64,5.86,37.46
1788044059,39.64,5.85,37.46
1788044064,39.89,5.59,37.46
1788044069,39.72,5.65,37.46
1788044074,39.41,5.76,37.46
1788044079,39.43,5.84,37.46
1788044084,39.39,5.87,37.46
1788044089,39.43,5.87,37.46
1788044094,39.43,5.87,37.46
1788044099,39.38,5.69,37.46
1788044104,39.81,5.65,37.46
1788044109,39.65,5.72,37.46
1788044114,39.65,5.77,37.46
1788044119,39.62,5.79,37.46
1788044124,39.64,5.94,37.46
