ts,quant,pid,rss_gb,free_pct,wired_gb,compressed_gb
1788034035.14,mlx4,42074,15.573,8.19,54.18,2.65
1788034035.55,mlx4,42074,15.573,8.23,54.16,2.65
1788034035.96,mlx4,42074,15.573,8.22,54.14,2.65
1788034036.37,mlx4,42074,15.573,8.54,54.06,2.65
1788034036.78,mlx4,42074,15.573,8.52,54.04,2.65
1788034037.19,mlx4,42074,15.573,8.21,54.34,2.65
1788034037.6,mlx4,42074,15.573,8.08,54.45,2.65
1788034038.01,mlx4,42074,15.573,7.73,54.69,2.65
1788034038.43,mlx4,42074,15.573,7.64,54.78,2.65
1788034038.84,mlx4,42074,15.573,7.51,54.87,2.65
1788034039.25,mlx4,42074,15.573,7.69,54.79,2.65
1788034039.67,mlx4,42074,15.573,7.5,54.79,2.64
1788034040.08,mlx4,42074,15.573,7.87,54.55,2.64
1788034040.49,mlx4,42074,15.573,7.88,54.61,2.64
1788034040.9,mlx4,42074,15.573,7.83,54.77,2.64
1788034041.31,mlx4,42074,15.573,7.8,54.82,2.64
1788034041.72,mlx4,42074,15.573,7.82,54.84,2.64
1788034042.14,mlx4,42074,15.573,8.05,54.5,2.64
1788034042.55,mlx4,42074,15.573,7.66,54.83,2.61
1788034042.96,mlx4,42074,15.573,7.7,54.76,2.6
1788034043.37,mlx4,42074,15.573,7.85,54.68,2.6
1788034043.79,mlx4,42074,15.573,7.4,54.99,2.6
1788034044.21,mlx4,42074,15.573,7.73,54.71,2.6
1788034044.61,mlx4,42074,15.573,7.67,54.76,2.6
1788034045.03,mlx4,42074,15.573,7.7,54.65,2.6
1788034045.44,mlx4,42074,15.573,7.24,55.2,2.61
1788034045.85,mlx4,42074,15.573,7.38,55.17,2.61
1788034046.26,mlx4,42074,15.573,7.11,55.43,2.63
1788034046.68,mlx4,42074,15.57,7.07,55.31,2.7
1788034047.09,mlx4,42074,15.57,7.94,54.75,2.71
1788034047.5,mlx4,42074,15.57,8.15,54.63,2.71
1788034047.91,mlx4,42074,15.57,8.34,54.37,2.71
1788034048.33,mlx4,42074,15.57,7.86,54.79,2.71
1788034048.74,mlx4,42074,15.57,8.08,54.58,2.71
1788034049.15,mlx4,42074,15.57,8.09,54.6,2.71
1788034049.56,mlx4,42074,15.57,7.84,54.93,2.7
1788034049.97,mlx4,42074,15.57,7.71,55.01,2.7
1788034050.39,mlx4,42074,15.57,7.67,55.04,2.7
1788034050.8,mlx4,42074,15.57,7.77,54.9,2.7
1788034051.21,mlx4,42074,15.57,7.87,54.75,2.7
1788034051.62,mlx4,42074,15.57,7.88,54.8,2.7
1788034052.03,mlx4,42074,15.57,8.01,54.65,2.7
1788034052.45,mlx4,42074,15.57,8.03,54.68,2.7
1788034052.86,mlx4,42074,15.57,7.56,55.13,2.7
1788034053.27,mlx4,42074,15.57,7.26,55.36,2.7
1788034053.68,mlx4,42074,15.57,7.51,54.97,2.7
1788034054.09,mlx4,42074,15.57,8.0,54.84,2.7
1788034054.5,mlx4,42074,15.57,8.1,54.58,2.7
1788034054.91,mlx4,42074,15.57,8.11,54.54,2.7
1788034055.33,mlx4,42074,15.57,8.41,54.27,2.7
1788034055.74,mlx4,42074,15.57,8.36,54.27,2.7
1788034056.15,mlx4,42074,15.57,8.38,54.2,2.7
1788034056.56,mlx4,42074,15.57,8.27,54.45,2.69
1788034056.97,mlx4,42074,15.57,8.22,54.54,2.69
1788034057.39,mlx4,42074,15.57,8.31,54.51,2.69
1788034057.8,mlx4,42074,15.57,8.22,54.49,2.69
1788034058.21,mlx4,42074,15.57,7.9,54.83,2.69
1788034058.62,mlx4,42074,15.57,7.74,55.01,2.69
1788034059.04,mlx4,42074,15.57,7.46,55.13,2.69
1788034059.45,mlx4,42074,15.57,7.67,54.95,2.69
1788034059.86,mlx4,42074,15.57,7.95,55.03,2.68
1788034060.27,mlx4,42074,15.57,7.57,55.28,2.68
1788034060.69,mlx4,42074,15.57,7.62,55.23,2.68
1788034061.1,mlx4,42074,15.57,8.26,54.63,2.68
1788034061.51,mlx4,42074,15.57,8.41,54.58,2.68
1788034061.92,mlx4,42074,15.57,8.25,54.71,2.68
1788034062.33,mlx4,42074,15.57,8.22,54.74,2.68
1788034062.74,mlx4,42074,15.57,8.34,54.76,2.68
1788034063.15,mlx4,42074,15.57,8.35,54.76,2.67
1788034063.56,mlx4,42074,15.57,8.53,54.65,2.67
1788034063.97,mlx4,42074,15.57,8.52,54.61,2.67
1788034064.38,mlx4,42074,15.57,8.4,54.69,2.67
1788034064.79,mlx4,42074,15.57,8.75,54.14,2.67
1788034065.2,mlx4,42074,15.57,8.65,54.68,2.67
1788034065.61,mlx4,42074,15.57,8.65,54.67,2.67
1788034066.02,mlx4,42074,15.57,8.59,54.39,2.67
1788034066.43,mlx4,42074,15.57,8.38,54.56,2.67
1788034066.84,mlx4,42074,15.57,8.29,54.61,2.67
1788034067.25,mlx4,42074,15.57,8.21,54.56,2.67
1788034067.66,mlx4,42074,15.57,8.04,54.83,2.67
1788034068.08,mlx4,42074,15.57,8.85,54.24,2.66
1788034068.48,mlx4,42074,15.57,8.63,54.6,2.66
1788034068.9,mlx4,42074,15.57,8.67,54.56,2.66
1788034069.31,mlx4,42074,15.57,8.62,54.58,2.66
1788034069.72,mlx4,42074,15.57,8.74,54.49,2.66
1788034070.13,mlx4,42074,15.57,8.75,54.5,2.66
1788034070.54,mlx4,42074,15.57,8.76,54.4,2.66
1788034070.95,mlx4,42074,15.57,8.71,54.43,2.66
1788034071.36,mlx4,42074,15.57,8.72,54.42,2.66
1788034071.77,mlx4,42074,15.57,8.66,54.55,2.66
1788034072.18,mlx4,42074,15.57,8.7,54.54,2.66
1788034072.6,mlx4,42074,15.57,8.44,54.76,2.66
1788034073.01,mlx4,42074,15.57,8.35,54.76,2.66
1788034073.42,mlx4,42074,15.57,8.17,54.89,2.66
1788034073.83,mlx4,42074,15.57,8.15,54.9,2.66
1788034074.24,mlx4,42074,15.57,8.03,54.98,2.66
1788034074.65,mlx4,42074,15.57,7.86,54.84,2.66
1788034075.06,mlx4,42074,15.57,8.53,54.27,2.66
1788034075.47,mlx4,42074,15.57,8.98,54.16,2.66
1788034075.88,mlx4,42074,15.57,8.95,54.18,2.66
1788034076.29,mlx4,42074,15.57,9.02,54.15,2.66
1788034076.7,mlx4,42074,15.57,9.02,54.11,2.66
1788034077.12,mlx4,42074,15.57,9.03,54.11,2.66
1788034077.52,mlx4,42074,15.57,9.0,54.1,2.66
1788034077.94,mlx4,42074,15.57,9.15,54.0,2.66
1788034078.34,mlx4,42074,15.57,9.02,54.1,2.66
1788034078.76,mlx4,42074,15.57,8.51,54.64,2.66
1788034079.17,mlx4,42074,15.57,8.52,54.63,2.66
1788034079.58,mlx4,42074,15.57,8.39,54.74,2.66
1788034079.99,mlx4,42074,15.57,8.2,54.83,2.66
1788034080.4,mlx4,42074,15.57,8.01,55.02,2.66
1788034080.82,mlx4,42074,15.57,7.95,55.1,2.66
1788034081.22,mlx4,42074,15.57,7.75,55.19,2.65
1788034081.64,mlx4,42074,15.57,7.56,55.29,2.65
1788034082.05,mlx4,42074,15.57,7.16,55.56,2.65
1788034082.46,mlx4,42074,15.57,8.66,54.53,2.65
1788034082.87,mlx4,42074,15.57,8.78,54.45,2.65
1788034083.28,mlx4,42074,15.57,8.79,54.45,2.65
1788034083.69,mlx4,42074,15.57,8.85,54.39,2.65
1788034084.1,mlx4,42074,15.57,8.82,54.4,2.65
1788034084.51,mlx4,42074,15.57,8.98,54.33,2.65
1788034084.93,mlx4,42074,15.57,8.96,54.04,2.65
1788034085.34,mlx4,42074,15.57,8.98,54.09,2.65
1788034085.75,mlx4,42074,15.57,8.9,54.15,2.65
1788034086.16,mlx4,42074,15.57,8.79,54.24,2.65
1788034086.57,mlx4,42074,15.57,8.6,54.38,2.65
1788034086.98,mlx4,42074,15.57,8.41,54.51,2.65
1788034087.39,mlx4,42074,15.57,8.24,54.64,2.65
1788034087.8,mlx4,42074,15.57,7.7,55.0,2.65
1788034088.21,mlx4,42074,15.57,7.65,55.08,2.63
1788034088.62,mlx4,42074,15.57,7.66,55.22,2.63
1788034089.03,mlx4,42074,15.57,7.28,55.54,2.63
1788034089.44,mlx4,42074,15.57,8.79,54.5,2.63
1788034089.85,mlx4,42074,15.57,8.79,54.47,2.63
1788034090.26,mlx4,42074,15.57,8.81,54.46,2.63
1788034090.68,mlx4,42074,15.57,8.69,54.53,2.63
1788034091.09,mlx4,42074,15.57,8.7,54.53,2.63
1788034091.5,mlx4,42074,15.57,8.94,54.4,2.63
1788034091.91,mlx4,42074,15.57,8.96,54.34,2.63
1788034092.32,mlx4,42074,15.57,8.78,54.48,2.63
1788034092.73,mlx4,42074,15.57,8.33,54.78,2.63
1788034093.14,mlx4,42074,15.57,8.47,54.68,2.63
1788034093.56,mlx4,42074,15.57,8.35,54.81,2.63
1788034093.97,mlx4,42074,15.57,8.29,54.81,2.63
1788034094.38,mlx4,42074,15.57,8.1,54.95,2.63
1788034094.79,mlx4,42074,15.57,7.92,55.04,2.63
1788034095.2,mlx4,42074,15.57,7.93,54.88,2.61
1788034095.62,mlx4,42074,15.57,7.77,55.05,2.61
1788034096.02,mlx4,42074,15.57,7.43,55.32,2.61
1788034096.44,mlx4,42074,15.57,7.17,55.52,2.61
1788034096.85,mlx4,42074,15.57,8.94,54.44,2.61
1788034097.26,mlx4,42074,15.57,8.93,54.5,2.61
1788034097.67,mlx4,42074,15.57,8.95,54.44,2.61
1788034098.08,mlx4,42074,15.57,8.94,54.46,2.61
1788034098.49,mlx4,42074,15.57,8.96,54.33,2.61
1788034098.91,mlx4,42074,15.57,8.65,54.76,2.61
1788034099.32,mlx4,42074,15.57,8.61,54.72,2.61
1788034099.73,mlx4,42074,15.57,8.47,54.89,2.61
1788034100.14,mlx4,42074,15.57,8.15,55.08,2.61
1788034100.55,mlx4,42074,15.57,7.84,55.3,2.61
1788034100.96,mlx4,42074,15.57,8.05,55.11,2.61
1788034101.37,mlx4,42074,15.57,7.87,55.26,2.61
1788034101.78,mlx4,42074,15.57,7.7,55.42,2.61
1788034102.19,mlx4,42074,15.57,7.51,55.55,2.61
1788034102.61,mlx4,42074,15.57,7.01,55.83,2.61
1788034103.02,mlx4,42074,15.57,7.22,55.68,2.61
1788034103.43,mlx4,42074,15.57,6.98,55.91,2.61
1788034103.85,mlx4,42074,15.57,6.84,56.22,2.6
1788034104.27,mlx4,42074,15.57,9.21,54.47,2.61
1788034104.68,mlx4,42074,15.57,9.37,54.33,2.61
1788034105.09,mlx4,42074,15.57,9.02,54.49,2.6
1788034105.5,mlx4,42074,15.57,9.57,54.14,2.6
1788034105.91,mlx4,42074,15.57,9.61,54.11,2.6
1788034106.32,mlx4,42074,15.57,9.18,54.26,2.6
1788034106.73,mlx4,42074,15.57,9.43,53.99,2.6
1788034107.14,mlx4,42074,15.57,9.23,53.97,2.6
1788034107.55,mlx4,42074,15.57,9.2,54.14,2.6
1788034107.96,mlx4,42074,15.57,9.02,54.23,2.6
1788034108.38,mlx4,42074,15.57,8.85,54.37,2.6
1788034108.79,mlx4,42074,15.57,8.04,55.4,2.59
1788034109.2,mlx4,42074,15.57,7.59,55.68,2.59
1788034109.62,mlx4,42074,15.57,7.89,55.57,2.59
1788034110.03,mlx4,42074,15.57,7.72,55.46,2.59
1788034110.44,mlx4,42074,15.57,7.62,55.26,2.59
1788034110.85,mlx4,42074,15.57,7.48,55.39,2.59
1788034111.26,mlx4,42074,15.57,7.25,55.55,2.59
1788034111.68,mlx4,42074,15.57,6.8,55.82,2.59
1788034112.09,mlx4,42074,15.57,9.28,54.13,2.59
1788034112.5,mlx4,42074,15.57,9.43,54.03,2.59
1788034112.9,mlx4,42074,15.57,9.47,54.01,2.59
1788034113.32,mlx4,42074,15.57,9.3,54.13,2.59
1788034113.73,mlx4,42074,15.57,8.86,54.46,2.58
1788034114.14,mlx4,42074,15.57,9.22,54.35,2.57
1788034114.55,mlx4,42074,15.57,9.27,54.4,2.55
1788034114.96,mlx4,42074,15.57,9.06,54.54,2.55
1788034115.37,mlx4,42074,15.57,8.98,54.42,2.55
1788034115.79,mlx4,42074,15.57,8.79,54.56,2.55
1788034116.19,mlx4,42074,15.57,8.6,54.69,2.55
1788034116.61,mlx4,42074,15.57,8.42,54.86,2.55
1788034117.01,mlx4,42074,15.57,7.93,55.16,2.55
1788034117.43,mlx4,42074,15.57,8.12,55.04,2.55
1788034117.84,mlx4,42074,15.57,7.99,55.17,2.55
1788034118.25,mlx4,42074,15.57,7.84,55.28,2.55
1788034118.66,mlx4,42074,15.57,7.65,55.4,2.55
1788034119.08,mlx4,42074,15.57,9.64,54.12,2.55
1788034119.49,mlx4,42074,15.57,9.72,54.08,2.55
1788034119.9,mlx4,42074,15.57,9.76,54.09,2.54
1788034120.31,mlx4,42074,15.57,9.66,54.17,2.54
1788034120.72,mlx4,42074,15.57,9.38,54.35,2.54
1788034121.14,mlx4,42074,15.57,9.24,54.45,2.54
1788034121.55,mlx4,42074,15.57,8.84,54.73,2.54
1788034121.96,mlx4,42074,15.57,8.71,54.83,2.46
1788034122.37,mlx4,42074,15.57,8.48,54.97,2.46
1788034122.79,mlx4,42074,15.57,7.94,55.33,2.46
1788034123.2,mlx4,42074,15.57,8.17,55.0,2.46
1788034123.61,mlx4,42074,15.57,8.18,54.94,2.46
1788034124.02,mlx4,42074,15.57,8.37,54.77,2.46
1788034124.43,mlx4,42074,15.57,7.42,55.75,2.44
1788034124.85,mlx4,42074,15.57,6.82,56.15,2.44
1788034125.26,mlx4,42074,15.57,7.11,55.71,2.44
1788034125.68,mlx4,42074,15.57,7.0,55.82,2.44
1788034126.09,mlx4,42074,15.54,7.01,55.85,2.49
1788034126.5,mlx4,42074,15.54,6.9,55.98,2.49
1788034126.91,mlx4,42074,15.486,6.65,56.12,2.53
1788034127.32,mlx4,42074,15.486,9.53,54.19,2.53
1788034127.73,mlx4,42074,15.486,9.34,54.34,2.53
1788034128.14,mlx4,42074,15.486,9.15,54.47,2.52
1788034128.56,mlx4,42074,15.486,11.88,54.31,1.83
1788034128.97,mlx4,42074,15.486,12.16,54.14,1.77
1788034129.38,mlx4,42074,15.486,11.93,54.25,1.77
1788034129.79,mlx4,42074,15.486,11.78,54.34,1.77
1788034130.2,mlx4,42074,15.486,11.58,54.47,1.77
1788034130.61,mlx4,42074,15.486,11.19,54.71,1.77
1788034131.03,mlx4,42074,15.486,11.1,54.74,1.77
1788034131.44,mlx4,42074,15.486,11.14,54.72,1.77
1788034131.85,mlx4,42074,15.486,10.97,54.81,1.77
1788034132.26,mlx4,42074,15.486,10.81,54.96,1.77
1788034132.67,mlx4,42074,15.486,10.61,55.13,1.77
1788034133.08,mlx4,42074,15.486,10.22,55.4,1.77
1788034133.49,mlx4,42074,15.486,9.9,55.62,1.77
1788034133.91,mlx4,42074,15.486,10.11,55.48,1.77
1788034134.32,mlx4,42074,15.486,9.92,55.57,1.77
1788034134.73,mlx4,42074,15.486,12.35,53.93,1.77
1788034135.14,mlx4,42074,15.486,12.45,53.86,1.77
1788034135.55,mlx4,42074,15.486,12.31,53.95,1.77
1788034135.96,mlx4,42074,15.486,12.1,54.1,1.77
1788034136.37,mlx4,42074,15.486,11.98,54.11,1.77
1788034136.79,mlx4,42074,15.486,11.78,54.24,1.77
1788034137.2,mlx4,42074,15.486,11.58,54.38,1.77
1788034137.61,mlx4,42074,15.486,11.06,54.74,1.77
1788034138.02,mlx4,42074,15.486,11.28,54.59,1.77
1788034138.43,mlx4,42074,15.486,11.14,54.68,1.77
1788034138.84,mlx4,42074,15.486,10.93,54.83,1.77
1788034139.25,mlx4,42074,15.486,10.81,54.92,1.77
1788034139.66,mlx4,42074,15.486,10.61,55.05,1.77
1788034140.07,mlx4,42074,15.486,10.42,55.19,1.77
1788034140.48,mlx4,42074,15.486,9.89,55.55,1.77
1788034140.89,mlx4,42074,15.486,10.1,55.4,1.77
1788034141.3,mlx4,42074,15.486,9.97,55.49,1.77
1788034141.71,mlx4,42074,15.486,9.83,55.59,1.77
1788034142.12,mlx4,42074,15.486,12.41,53.82,1.77
1788034142.54,mlx4,42074,15.486,12.3,53.9,1.77
1788034142.95,mlx4,42074,15.486,12.06,54.02,1.77
1788034143.36,mlx4,42074,15.486,11.97,54.08,1.77
1788034143.77,mlx4,42074,15.486,11.78,54.22,1.77
1788034144.18,mlx4,42074,15.486,11.58,54.35,1.77
1788034144.59,mlx4,42074,15.486,11.04,54.72,1.77
1788034145.01,mlx4,42074,15.486,11.27,54.56,1.77
1788034145.42,mlx4,42074,15.486,11.14,54.66,1.77
1788034145.83,mlx4,42074,15.486,10.93,54.8,1.77
1788034146.24,mlx4,42074,15.486,10.8,54.89,1.77
1788034146.65,mlx4,42074,15.486,10.61,55.02,1.77
1788034147.06,mlx4,42074,15.486,10.41,55.16,1.77
1788034147.47,mlx4,42074,15.486,9.87,55.52,1.77
1788034147.88,mlx4,42074,15.486,9.99,55.45,1.77
1788034148.29,mlx4,42074,15.486,9.91,55.5,1.77
1788034148.7,mlx4,42074,15.486,9.83,55.56,1.77
1788034149.11,mlx4,42074,15.486,9.63,55.69,1.77
1788034149.53,mlx4,42074,15.486,9.37,55.87,1.77
1788034149.94,mlx4,42074,15.486,12.11,53.99,1.77
1788034150.35,mlx4,42074,15.486,11.98,54.08,1.77
1788034150.76,mlx4,42074,15.486,11.79,54.22,1.77
1788034151.17,mlx4,42074,15.486,11.35,54.51,1.77
1788034151.58,mlx4,42074,15.486,11.42,54.54,1.77
1788034152.0,mlx4,42074,15.486,11.3,54.57,1.77
1788034152.41,mlx4,42074,15.486,11.14,54.75,1.77
1788034152.82,mlx4,42074,15.486,11.01,54.75,1.77
1788034153.23,mlx4,42074,15.486,10.82,54.89,1.77
1788034153.64,mlx4,42074,15.486,10.63,55.02,1.77
1788034154.05,mlx4,42074,15.486,10.08,55.4,1.77
1788034154.46,mlx4,42074,15.486,10.26,55.27,1.77
1788034154.87,mlx4,42074,15.486,10.21,55.3,1.77
1788034155.28,mlx4,42074,15.486,10.03,55.48,1.77
1788034155.69,mlx4,42074,15.486,9.84,55.6,1.77
1788034156.11,mlx4,42074,15.486,9.64,55.74,1.77
1788034156.52,mlx4,42074,15.486,9.09,56.12,1.77
1788034156.93,mlx4,42074,15.486,9.33,55.91,1.77
1788034157.34,mlx4,42074,15.486,11.99,54.08,1.77
1788034157.74,mlx4,42074,15.486,11.55,54.39,1.77
1788034158.16,mlx4,42074,15.486,11.63,54.32,1.76
1788034158.57,mlx4,42074,15.486,11.53,54.43,1.76
1788034158.98,mlx4,42074,15.486,11.32,54.57,1.76
1788034159.39,mlx4,42074,15.486,11.19,54.62,1.76
1788034159.8,mlx4,42074,15.486,11.0,54.75,1.76
1788034160.21,mlx4,42074,15.486,10.56,55.06,1.76
1788034160.62,mlx4,42074,15.486,10.65,55.03,1.76
1788034161.04,mlx4,42074,15.486,10.55,55.06,1.76
1788034161.45,mlx4,42074,15.486,10.34,55.2,1.76
1788034161.86,mlx4,42074,15.486,10.22,55.29,1.76
1788034162.27,mlx4,42074,15.486,10.02,55.42,1.76
1788034162.68,mlx4,42074,15.486,9.58,55.73,1.76
1788034163.09,mlx4,42074,15.486,9.65,55.68,1.76
1788034163.51,mlx4,42074,15.486,9.53,55.75,1.76
1788034163.92,mlx4,42074,15.486,9.37,55.87,1.76
1788034164.33,mlx4,42074,15.486,9.24,55.96,1.76
1788034164.74,mlx4,42074,15.486,9.39,55.86,1.76
1788034165.15,mlx4,42074,15.486,11.78,54.22,1.76
1788034165.56,mlx4,42074,15.486,11.59,54.39,1.76
1788034165.97,mlx4,42074,15.486,11.4,54.48,1.76
1788034166.39,mlx4,42074,15.486,11.2,54.62,1.76
1788034166.8,mlx4,42074,15.486,11.01,54.67,1.76
1788034167.21,mlx4,42074,15.486,10.95,54.79,1.76
1788034167.61,mlx4,42074,15.486,10.76,54.96,1.76
1788034168.02,mlx4,42074,15.486,10.61,55.02,1.76
1788034168.43,mlx4,42074,15.486,10.42,55.15,1.76
1788034168.85,mlx4,42074,15.486,9.85,55.55,1.76
1788034169.26,mlx4,42074,15.486,10.05,55.45,1.76
1788034169.67,mlx4,42074,15.486,10.02,55.47,1.76
1788034170.08,mlx4,42074,15.486,9.83,55.6,1.76
1788034170.49,mlx4,42074,15.486,9.64,55.69,1.76
1788034170.9,mlx4,42074,15.486,9.47,55.82,1.76
1788034171.31,mlx4,42074,15.486,9.01,56.21,1.76
1788034171.72,mlx4,42074,15.486,9.36,56.0,1.76
1788034172.14,mlx4,42074,15.486,9.16,56.13,1.76
1788034172.55,mlx4,42074,15.486,11.37,54.59,1.76
1788034172.96,mlx4,42074,15.486,11.7,54.38,1.76
1788034173.37,mlx4,42074,15.486,11.51,54.52,1.76
1788034173.78,mlx4,42074,15.486,11.38,54.61,1.76
1788034174.19,mlx4,42074,15.486,11.18,54.74,1.76
1788034174.61,mlx4,42074,15.486,10.72,55.1,1.76
1788034175.02,mlx4,42074,15.486,10.87,54.95,1.76
1788034175.43,mlx4,42074,15.486,10.69,55.08,1.76
1788034175.84,mlx4,42074,15.486,10.59,55.14,1.76
1788034176.25,mlx4,42074,15.486,10.4,55.28,1.76
1788034176.66,mlx4,42074,15.486,10.21,55.45,1.76
1788034177.07,mlx4,42074,15.486,9.62,55.85,1.76
1788034177.49,mlx4,42074,15.486,9.94,55.63,1.76
1788034177.89,mlx4,42074,15.486,9.76,55.76,1.76
1788034178.31,mlx4,42074,15.486,9.63,55.81,1.76
1788034178.72,mlx4,42074,15.486,9.43,55.94,1.76
1788034179.13,mlx4,42074,15.486,8.97,56.26,1.76
1788034179.54,mlx4,42074,15.486,9.14,56.14,1.76
1788034179.95,mlx4,42074,15.486,8.99,56.24,1.76
1788034180.37,mlx4,42074,15.486,11.28,54.5,1.76
1788034180.77,mlx4,42074,15.486,11.48,54.54,1.76
1788034181.19,mlx4,42074,15.486,11.28,54.67,1.76
1788034181.6,mlx4,42074,15.486,11.16,54.81,1.76
1788034182.01,mlx4,42074,15.486,11.0,54.95,1.76
1788034182.42,mlx4,42074,15.486,10.8,55.08,1.76
1788034182.83,mlx4,42074,15.486,10.65,55.11,1.76
1788034183.24,mlx4,42074,15.486,10.54,55.19,1.76
1788034183.66,mlx4,42074,15.486,10.4,55.33,1.76
1788034184.06,mlx4,42074,15.486,10.21,55.42,1.76
1788034184.47,mlx4,42074,15.486,10.01,55.55,1.76
1788034184.89,mlx4,42074,15.486,9.65,55.84,1.76
1788034185.3,mlx4,42074,15.486,9.76,55.77,1.76
1788034185.71,mlx4,42074,15.486,9.62,55.85,1.76
1788034186.12,mlx4,42074,15.486,9.42,55.98,1.76
1788034186.53,mlx4,42074,15.486,9.23,56.08,1.76
1788034186.93,mlx4,42074,15.486,8.89,56.35,1.76
1788034187.35,mlx4,42074,15.486,8.98,56.25,1.76
1788034187.76,mlx4,42074,15.486,8.84,56.38,1.76
1788034188.17,mlx4,42074,15.487,11.42,54.33,1.76
1788034188.58,mlx4,42074,15.518,11.29,54.65,1.74
1788034189.0,mlx4,42074,15.518,11.15,54.77,1.74
1788034189.41,mlx4,42074,15.518,10.95,54.91,1.74
1788034189.81,mlx4,42074,15.518,10.76,55.04,1.74
1788034190.23,mlx4,42074,15.518,10.61,55.15,1.74
1788034190.64,mlx4,42074,15.518,10.41,55.29,1.74
1788034191.05,mlx4,42074,15.518,10.37,55.31,1.74
1788034191.46,mlx4,42074,15.518,10.18,55.4,1.74
1788034191.87,mlx4,42074,15.518,9.99,55.59,1.74
1788034192.28,mlx4,42074,15.518,9.83,55.66,1.74
1788034192.69,mlx4,42074,15.518,9.73,55.77,1.74
1788034193.1,mlx4,42074,15.518,9.59,55.85,1.74
1788034193.51,mlx4,42074,15.518,9.4,55.94,1.74
1788034193.92,mlx4,42074,15.518,9.2,56.12,1.74
1788034194.33,mlx4,42074,15.518,9.05,56.18,1.74
1788034194.75,mlx4,42074,15.518,8.95,56.29,1.74
1788034195.16,mlx4,42074,15.518,8.81,56.21,1.74
1788034195.57,mlx4,42074,15.518,8.61,56.2,1.74
1788034195.98,mlx4,42074,15.518,9.51,55.72,1.74
1788034196.39,mlx4,42074,15.518,11.16,54.54,1.74
1788034196.8,mlx4,42074,15.518,10.96,54.9,1.74
1788034197.21,mlx4,42074,15.518,10.45,55.24,1.74
1788034197.63,mlx4,42074,15.518,10.59,55.18,1.74
1788034198.04,mlx4,42074,15.518,10.5,55.18,1.74
1788034198.45,mlx4,42074,15.518,10.38,55.26,1.74
1788034198.86,mlx4,42074,15.518,10.18,55.4,1.74
1788034199.27,mlx4,42074,15.518,9.56,55.83,1.74
1788034199.68,mlx4,42074,15.518,9.95,55.59,1.74
1788034200.09,mlx4,42074,15.518,9.72,55.72,1.74
1788034200.51,mlx4,42074,15.518,9.59,55.8,1.74
1788034200.92,mlx4,42074,15.518,9.4,55.95,1.74
1788034201.33,mlx4,42074,15.518,8.78,56.38,1.74
1788034201.74,mlx4,42074,15.518,9.14,56.17,1.74
1788034202.15,mlx4,42074,15.518,8.92,56.23,1.74
1788034202.57,mlx4,42074,15.518,8.81,56.19,1.74
1788034202.98,mlx4,42074,15.518,8.62,56.39,1.74
1788034203.39,mlx4,42074,15.518,8.0,56.64,1.74
1788034203.8,mlx4,42074,15.518,8.37,56.47,1.74
1788034204.21,mlx4,42074,15.518,10.97,54.4,1.74
1788034204.63,mlx4,42074,15.518,10.81,54.97,1.74
1788034205.04,mlx4,42074,15.518,10.66,55.07,1.74
1788034205.45,mlx4,42074,15.518,10.58,55.13,1.74
1788034205.86,mlx4,42074,15.518,10.38,55.26,1.74
1788034206.27,mlx4,42074,15.518,9.86,55.62,1.74
1788034206.68,mlx4,42074,15.518,10.07,55.52,1.74
1788034207.09,mlx4,42074,15.518,9.92,55.58,1.74
1788034207.51,mlx4,42074,15.518,9.79,55.67,1.74
1788034207.92,mlx4,42074,15.518,9.6,55.8,1.74
1788034208.33,mlx4,42074,15.518,8.96,56.24,1.74
1788034208.74,mlx4,42074,15.518,9.34,56.02,1.74
1788034209.15,mlx4,42074,15.518,9.21,56.07,1.74
1788034209.56,mlx4,42074,15.518,9.02,56.17,1.74
1788034209.97,mlx4,42074,15.518,8.82,56.33,1.74
1788034210.37,mlx4,42074,15.518,8.67,56.39,1.74
1788034210.79,mlx4,42074,15.518,8.51,56.49,1.74
1788034211.2,mlx4,42074,15.518,8.43,56.23,1.74
1788034211.61,mlx4,42074,15.518,8.51,56.28,1.74
1788034212.02,mlx4,42074,15.599,19.64,48.74,1.7
1788034212.44,mlx4,42074,15.599,27.8,43.24,1.7
1788034212.86,mlx4,42074,15.599,27.8,43.24,1.7
1788034213.27,mlx4,42074,15.606,27.82,17.06,1.7
1788034213.68,mlx4,42074,15.606,23.89,45.98,1.7
1788034214.09,mlx4,42074,15.606,23.53,46.18,1.7
1788034214.5,mlx4,42074,15.606,23.19,46.42,1.7
1788034214.91,mlx4,42074,15.606,22.84,46.66,1.7
1788034215.32,mlx4,42074,15.606,22.48,46.9,1.7
1788034215.73,mlx4,42074,15.606,22.14,47.14,1.7
1788034216.15,mlx4,42074,15.606,21.79,47.38,1.7
1788034216.56,mlx4,42074,15.606,21.45,47.61,1.7
1788034216.97,mlx4,42074,15.606,21.1,47.86,1.7
1788034217.38,mlx4,42074,15.606,21.24,47.75,1.7
1788034217.79,mlx4,42074,15.606,21.1,47.85,1.7
1788034218.2,mlx4,42074,15.606,21.05,47.88,1.7
1788034218.61,mlx4,42074,15.606,21.03,47.94,1.7
1788034219.02,mlx4,42074,15.606,20.98,47.94,1.7
1788034219.44,mlx4,42074,15.606,20.96,47.95,1.7
1788034219.85,mlx4,42074,15.606,20.91,47.98,1.7
